Education,Junior-High-School,Post-compulsory,Postgraduate,Pregraduate,Primary-Education,Secondary-Education,Senior-High-School,Assoc-acdm,Assoc-voc,Bachelors,Doctorate,HS-grad,Masters,Preschool,Prof-school,Some-college,1st-4th,10th,11th,12th,5th-6th,7th-8th,9th
0.6666666666666666,0.8,0.75,0.8,0.8,0.3333333333333333,0.75,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334
0.75,0.8333333333333334,0.5,0.25,0.6,0.8,0.8,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.8571428571428571,0.4,0.8333333333333334,0.0,0.6666666666666666,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.8571428571428571
0.75,0.8333333333333334,0.5,0.6,0.25,0.8,0.8,0.8333333333333334,0.4,0.4,0.4,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.0,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.8571428571428571
0.6666666666666666,0.8,0.75,0.8,0.8,0.3333333333333333,0.75,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334
0.75,0.6,0.8,0.8333333333333334,0.8333333333333334,0.8,0.5,0.25,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.4,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.0,0.4,0.4,0.8333333333333334,0.6666666666666666,0.6666666666666666
0.75,0.6,0.8,0.8333333333333334,0.8333333333333334,0.8,0.5,0.25,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.4,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.4,0.0,0.4,0.8333333333333334,0.6666666666666666,0.6666666666666666
0.75,0.6,0.8,0.8333333333333334,0.8333333333333334,0.8,0.5,0.25,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.4,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.4,0.4,0.0,0.8333333333333334,0.6666666666666666,0.6666666666666666
0.6666666666666666,0.8,0.75,0.8,0.8,0.3333333333333333,0.75,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334
0.75,0.25,0.8,0.8333333333333334,0.8333333333333334,0.8,0.5,0.6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.0,0.4
0.75,0.25,0.8,0.8333333333333334,0.8333333333333334,0.8,0.5,0.6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.4,0.0
